,work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_normalized
0,2023,SE,Data Science & Machine Learning,85847.0,Europe,100,Europe,L,0.255437785746961
1,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M,0.5638192354023136
2,2023,SE,Data Science & Machine Learning,120000.0,North America,100,North America,M,0.3735734811254593
3,2023,SE,Data Science & Machine Learning,222200.0,North America,0,North America,L,0.7270846827089957
4,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L,0.42891770055145323
5,2023,SE,Data Science & Machine Learning,219000.0,North America,0,North America,M,0.7160158388237969
6,2023,SE,Data Science & Machine Learning,141000.0,North America,0,North America,M,0.44621276912207636
7,2023,SE,Data Science & Machine Learning,147100.0,North America,0,North America,M,0.4673127527782366
8,2023,SE,Data Science & Machine Learning,90700.0,North America,0,North America,M,0.2722243793016078
9,2023,SE,Data Analysis & Analytics,130000.0,North America,100,North America,M,0.4081636182667055
10,2023,SE,Data Analysis & Analytics,100000.0,North America,100,North America,M,0.30439320684296683
11,2023,EN,Data Science & Machine Learning,213660.0,North America,0,North America,L,0.6975447055903715
12,2023,EN,Data Science & Machine Learning,130760.0,North America,0,North America,L,0.41079246868944025
13,2023,SE,Data Engineering & Infrastructure,147100.0,North America,0,North America,M,0.4673127527782366
14,2023,SE,Data Engineering & Infrastructure,90700.0,North America,0,North America,M,0.2722243793016078
15,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M,0.5465241668316905
16,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M,0.47734389254919796
17,2023,MI,Data Analysis & Analytics,150000.0,North America,100,North America,M,0.47734389254919796
18,2023,MI,Data Analysis & Analytics,110000.0,North America,100,North America,M,0.33898334398421304
19,2023,SE,Data Science & Machine Learning,275000.0,Europe,0,Europe,M,0.9097206068147758
20,2023,SE,Data Science & Machine Learning,174000.0,Europe,0,Europe,M,0.5603602216881889
21,2023,SE,Data Analysis & Analytics,230000.0,Europe,100,Europe,M,0.7540649896791678
22,2023,SE,Data Analysis & Analytics,143200.0,Europe,100,Europe,M,0.45382259929315055
23,2023,SE,Business Intelligence (BI),225000.0,North America,0,North America,M,0.7367699211085447
24,2023,SE,Business Intelligence (BI),156400.0,North America,0,North America,M,0.49948158031959555
25,2023,SE,Data Science & Machine Learning,200000.0,North America,0,North America,M,0.6502945782554291
26,2023,SE,Data Science & Machine Learning,130000.0,North America,0,North America,M,0.4081636182667055
27,2023,SE,Data Management,90000.0,North America,0,North America,M,0.2698030697017206
28,2023,SE,Data Management,72000.0,North America,0,North America,M,0.20754082284747738
29,2023,SE,Data Engineering & Infrastructure,253200.0,North America,0,North America,M,0.8343141078468591
30,2023,SE,Data Engineering & Infrastructure,90700.0,North America,0,North America,M,0.2722243793016078
31,2023,SE,Artificial Intelligence (AI),301099.75,North America,0,North America,M,1.0
32,2023,SE,Artificial Intelligence (AI),184590.0,North America,0,North America,M,0.5969911769207686
33,2023,MI,Data Engineering & Infrastructure,162500.0,North America,0,North America,M,0.5205815639757557
34,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M,0.4081636182667055
35,2023,MI,Data Analysis & Analytics,105380.0,North America,0,North America,M,0.3230027006249573
36,2023,MI,Data Analysis & Analytics,64500.0,North America,0,North America,M,0.18159821999154271
37,2023,EN,Data Management,100000.0,Other,100,Other,L,0.30439320684296683
38,2023,EN,Data Management,30000.0,Other,100,Other,L,0.06226224685424322
39,2022,MI,Data Science & Machine Learning,20984.0,Other,50,Other,L,0.031075779207695615
40,2023,EN,Data Science & Machine Learning,204620.0,North America,0,North America,L,0.6662752216146849
41,2023,EN,Data Science & Machine Learning,110680.0,North America,0,North America,L,0.3413354733098178
42,2023,SE,Data Engineering & Infrastructure,270703.0,North America,0,North America,M,0.8948572248851824
43,2023,SE,Data Engineering & Infrastructure,221484.0,North America,0,North America,M,0.7246080288896826
44,2023,SE,Data Science & Machine Learning,212750.0,North America,100,North America,M,0.6943970031105181
45,2023,SE,Data Science & Machine Learning,185000.0,North America,100,North America,M,0.5984093725435597
46,2023,SE,Data Science & Machine Learning,262000.0,North America,100,North America,M,0.8647534285311558
47,2023,SE,Data Science & Machine Learning,245000.0,North America,100,North America,M,0.8059501953910372
48,2023,SE,Data Science & Machine Learning,275300.0,North America,100,North America,M,0.9107583109290133
49,2023,SE,Data Science & Machine Learning,183500.0,North America,100,North America,M,0.5932208519723728
50,2023,SE,Data Science & Machine Learning,218500.0,North America,100,North America,M,0.7142863319667346
51,2023,SE,Data Science & Machine Learning,199098.0,North America,100,North America,M,0.6471745478852887
52,2023,SE,Data Engineering & Infrastructure,203300.0,North America,100,North America,M,0.6617093235120404
53,2023,SE,Data Engineering & Infrastructure,123600.0,North America,100,North America,M,0.38602593049630796
54,2023,SE,Data Science & Machine Learning,189110.0,North America,0,North America,M,0.612625918908612
55,2023,SE,Data Science & Machine Learning,139000.0,North America,0,North America,M,0.4392947416938271
56,2023,EX,Data Science & Machine Learning,258750.0,North America,0,North America,M,0.8535116339602508
57,2023,EX,Data Science & Machine Learning,185000.0,North America,0,North America,M,0.5984093725435597
58,2023,SE,Data Engineering & Infrastructure,231500.0,North America,100,North America,M,0.7592535102503547
59,2023,SE,Data Engineering & Infrastructure,166000.0,North America,100,North America,M,0.532688111975192
60,2023,SE,Data Science & Machine Learning,172500.0,North America,100,North America,M,0.555171701117002
61,2023,SE,Data Science & Machine Learning,110500.0,North America,100,North America,M,0.3407128508412754
62,2023,SE,Data Engineering & Infrastructure,238000.0,North America,0,North America,M,0.7817370993921648
63,2023,SE,Data Engineering & Infrastructure,176000.0,North America,0,North America,M,0.5672782491164382
64,2023,SE,Data Engineering & Infrastructure,237000.0,North America,100,North America,M,0.7782780856780401
65,2023,SE,Data Engineering & Infrastructure,201450.0,North America,100,North America,M,0.6553101481409098
66,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,L,1.0
67,2023,SE,Data Science & Machine Learning,159100.0,North America,0,North America,L,0.508820917347732
68,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M,0.35627841255483617
69,2023,SE,Data Engineering & Infrastructure,81500.0,North America,0,North America,M,0.24040145313166128
70,2023,SE,Data Science & Machine Learning,237000.0,North America,100,North America,M,0.7782780856780401
71,2023,SE,Data Science & Machine Learning,201450.0,North America,100,North America,M,0.6553101481409098
72,2023,SE,Artificial Intelligence (AI),280000.0,North America,0,North America,M,0.927015675385399
73,2023,SE,Artificial Intelligence (AI),210000.0,North America,0,North America,M,0.6848847153966754
74,2023,SE,Data Engineering & Infrastructure,280100.0,North America,100,North America,M,0.9273615767568114
75,2023,SE,Data Engineering & Infrastructure,168100.0,North America,100,North America,M,0.5399520407748537
76,2023,SE,Data Engineering & Infrastructure,193500.0,North America,100,North America,M,0.6278109891136191
77,2023,SE,Data Engineering & Infrastructure,139000.0,North America,100,North America,M,0.4392947416938271
78,2023,MI,Data Science & Machine Learning,65062.0,Other,0,Other,L,0.18354218569888076
79,2023,SE,Data Science & Machine Learning,150000.0,Europe,100,North America,M,0.47734389254919796
80,2023,MI,Data Science & Machine Learning,69751.0,Other,100,Europe,S,0.19976150100441112
81,2022,EN,Artificial Intelligence (AI),300000.0,Other,50,Other,L,0.9961959496678914
82,2023,MI,Data Science & Machine Learning,96578.0,Europe,100,Europe,L,0.29255646191323237
83,2023,SE,Business Intelligence (BI),185900.0,North America,0,North America,M,0.6015224848862719
84,2023,SE,Business Intelligence (BI),129300.0,North America,0,North America,M,0.40574230866681826
85,2023,SE,Data Engineering & Infrastructure,225000.0,North America,100,North America,M,0.7367699211085447
86,2023,SE,Data Engineering & Infrastructure,175000.0,North America,100,North America,M,0.5638192354023136
87,2023,SE,Data Engineering & Infrastructure,185000.0,North America,0,North America,M,0.5984093725435597
88,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M,0.44275375540795175
89,2023,SE,Data Science & Machine Learning,48289.0,Europe,0,Europe,M,0.12552414867186845
90,2023,SE,Data Science & Machine Learning,38631.0,Europe,0,Europe,M,0.09211699422085284
91,2023,SE,Data Science & Machine Learning,105000.0,North America,0,North America,M,0.32168827541358996
92,2023,SE,Data Science & Machine Learning,70000.0,North America,0,North America,M,0.20062279541922814
93,2023,EN,Data Science & Machine Learning,163196.0,North America,0,North America,M,0.5229890375207865
94,2023,EN,Data Science & Machine Learning,145885.0,North America,0,North America,M,0.4631100511155751
95,2023,SE,Data Engineering & Infrastructure,217000.0,North America,100,North America,M,0.7090978113955477
96,2023,SE,Data Engineering & Infrastructure,185000.0,North America,100,North America,M,0.5984093725435597
97,2023,SE,Data Analysis & Analytics,202800.0,North America,0,North America,L,0.6599798166549781
98,2023,SE,Data Analysis & Analytics,104300.0,North America,0,North America,L,0.31926696581370273
99,2023,SE,Data Analysis & Analytics,145000.0,North America,0,North America,M,0.46004882397857483
100,2023,SE,Data Analysis & Analytics,65000.0,North America,0,North America,M,0.18332772684860502
101,2023,SE,Data Engineering & Infrastructure,165000.0,North America,0,North America,M,0.5292290982610673
102,2023,SE,Data Engineering & Infrastructure,132300.0,North America,0,North America,M,0.41611934980919213
103,2023,SE,Data Engineering & Infrastructure,179170.0,North America,0,North America,M,0.5782433225902133
104,2023,SE,Data Engineering & Infrastructure,94300.0,North America,0,North America,M,0.2846768286724565
105,2023,SE,Data Analysis & Analytics,152500.0,North America,0,North America,M,0.4859914268345096
106,2023,SE,Data Analysis & Analytics,116450.0,North America,0,North America,M,0.36129398244031685
107,2023,SE,Data Engineering & Infrastructure,247300.0,North America,0,North America,M,0.8139059269335238
108,2023,SE,Data Engineering & Infrastructure,133800.0,North America,0,North America,M,0.4213078703803791
109,2023,SE,Data Science & Machine Learning,203000.0,North America,0,North America,M,0.660671619397803
110,2023,SE,Data Science & Machine Learning,133000.0,North America,0,North America,M,0.41854065940907936
111,2023,EN,Data Science & Machine Learning,220000.0,North America,50,North America,L,0.7194748525379215
112,2022,EN,Data Science & Machine Learning,56536.0,Europe,100,Europe,S,0.15405063477225422
113,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M,0.47734389254919796
114,2023,SE,Data Science & Machine Learning,120000.0,North America,0,North America,M,0.3735734811254593
115,2023,SE,Data Analysis & Analytics,289800.0,North America,0,North America,M,0.9609140097838202
116,2023,SE,Data Analysis & Analytics,214000.0,North America,0,North America,M,0.6987207702531738
117,2023,SE,Data Analysis & Analytics,179820.0,North America,0,North America,M,0.5804916815043942
118,2023,SE,Data Analysis & Analytics,143860.0,North America,0,North America,M,0.4561055483444728
119,2023,SE,Data Science & Machine Learning,283200.0,North America,100,North America,M,0.9380845192705978
120,2023,SE,Data Science & Machine Learning,188800.0,North America,100,North America,M,0.6115536246572334
121,2023,SE,Data Analysis & Analytics,289800.0,North America,0,North America,M,0.9609140097838202
122,2023,SE,Data Analysis & Analytics,214200.0,North America,0,North America,M,0.6994125729959988
123,2023,SE,Data Engineering & Infrastructure,185900.0,North America,0,North America,M,0.6015224848862719
124,2023,SE,Data Engineering & Infrastructure,129300.0,North America,0,North America,M,0.40574230866681826
125,2023,SE,Data Engineering & Infrastructure,252000.0,North America,0,North America,M,0.8301632913899095
126,2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M,0.4047046045525809
127,2023,MI,Data Analysis & Analytics,155000.0,North America,0,North America,M,0.4946389611198211
128,2023,MI,Data Analysis & Analytics,140000.0,North America,0,North America,M,0.44275375540795175
129,2023,SE,Data Engineering & Infrastructure,161800.0,North America,100,North America,M,0.5181602543758685
130,2023,SE,Data Engineering & Infrastructure,141600.0,North America,100,North America,M,0.44828817735055115
131,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,L,1.0
132,2023,SE,Data Science & Machine Learning,176100.0,North America,0,North America,L,0.5676241504878506
133,2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M,0.30439320684296683
134,2023,MI,Data Engineering & Infrastructure,70000.0,North America,100,North America,M,0.20062279541922814
135,2023,EN,Data Engineering & Infrastructure,85000.0,North America,0,North America,M,0.2525080011310975
136,2023,EN,Data Engineering & Infrastructure,65000.0,North America,0,North America,M,0.18332772684860502
137,2023,SE,Data Science & Machine Learning,138784.0,North America,100,North America,M,0.43854759473157623
138,2023,SE,Data Science & Machine Learning,83270.0,North America,100,North America,M,0.24652390740566188
139,2023,EN,Data Analysis & Analytics,75000.0,North America,0,North America,M,0.21791786398985125
140,2023,EN,Data Analysis & Analytics,70000.0,North America,0,North America,M,0.20062279541922814
141,2023,SE,Data Analysis & Analytics,204500.0,North America,0,North America,M,0.66586013996899
142,2023,SE,Data Analysis & Analytics,138900.0,North America,0,North America,M,0.43894884032241466
143,2023,SE,Data Science & Machine Learning,301099.75,North America,100,North America,M,1.0
144,2023,SE,Data Science & Machine Learning,212200.0,North America,100,North America,M,0.6924945455677495
145,2023,SE,Data Engineering & Infrastructure,95000.0,North America,100,North America,M,0.2870981382723437
146,2023,SE,Data Engineering & Infrastructure,75000.0,North America,100,North America,M,0.21791786398985125
147,2023,SE,Data Science & Machine Learning,195000.0,North America,0,North America,M,0.632999509684806
148,2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M,0.5119340296904442
149,2023,SE,Data Analysis & Analytics,230000.0,North America,0,North America,M,0.7540649896791678
150,2023,SE,Data Analysis & Analytics,143200.0,North America,0,North America,M,0.45382259929315055
151,2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M,0.30439320684296683
152,2023,MI,Data Engineering & Infrastructure,70000.0,North America,100,North America,M,0.20062279541922814
153,2023,MI,Data Analysis & Analytics,105000.0,North America,50,North America,L,0.32168827541358996
154,2023,MI,Data Science & Machine Learning,20670.0,Other,100,Other,L,0.02998964890146049
155,2023,MI,Data Analysis & Analytics,46178.0,Europe,0,Europe,M,0.11822217072135138
156,2023,MI,Data Analysis & Analytics,42533.0,Europe,0,Europe,M,0.10561406573336712
157,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M,0.46004882397857483
158,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M,0.35627841255483617
159,2023,SE,Data Analysis & Analytics,168400.0,North America,0,North America,M,0.540989744889091
160,2023,SE,Data Analysis & Analytics,105200.0,North America,0,North America,M,0.32238007815641484
161,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,L,1.0
162,2023,SE,Data Science & Machine Learning,159100.0,North America,0,North America,L,0.508820917347732
163,2023,SE,Data Science & Machine Learning,190000.0,North America,0,North America,M,0.6157044411141829
164,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M,0.47734389254919796
165,2023,MI,Data Engineering & Infrastructure,162500.0,North America,0,North America,M,0.5205815639757557
166,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M,0.4081636182667055
167,2023,SE,Data Analysis & Analytics,150000.0,North America,100,North America,M,0.47734389254919796
168,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M,0.3735734811254593
169,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M,0.46004882397857483
170,2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M,0.3735734811254593
171,2023,SE,Data Science & Machine Learning,222200.0,North America,0,North America,L,0.7270846827089957
172,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L,0.42891770055145323
173,2023,SE,Data Analysis & Analytics,54685.0,Other,100,Other,M,0.14764800038740955
174,2023,SE,Data Analysis & Analytics,42533.0,Other,100,Other,M,0.10561406573336712
175,2023,SE,Data Engineering & Infrastructure,241000.0,North America,0,North America,M,0.7921141405345387
176,2023,SE,Data Engineering & Infrastructure,155000.0,North America,0,North America,M,0.4946389611198211
177,2023,SE,Data Engineering & Infrastructure,220000.0,North America,100,North America,M,0.7194748525379215
178,2023,SE,Data Engineering & Infrastructure,190000.0,North America,100,North America,M,0.6157044411141829
179,2023,MI,Data Science & Machine Learning,66837.0,Europe,0,Europe,M,0.18968193504145195
180,2023,MI,Data Science & Machine Learning,54685.0,Europe,0,Europe,M,0.14764800038740955
181,2020,EX,Data Analysis & Analytics,15000.0,Other,0,North America,M,0.010377041142373873
182,2023,MI,Data Engineering & Infrastructure,85066.0,Europe,100,Europe,M,0.2527362960362297
183,2023,MI,Data Engineering & Infrastructure,57723.0,Europe,100,Europe,M,0.15815648405092014
184,2023,EN,Data Analysis & Analytics,85000.0,North America,100,North America,M,0.2525080011310975
185,2023,EN,Data Analysis & Analytics,75000.0,North America,100,North America,M,0.21791786398985125
186,2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M,0.5119340296904442
187,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M,0.44275375540795175
188,2023,MI,Data Science & Machine Learning,300000.0,North America,0,North America,M,0.9961959496678914
189,2023,MI,Data Science & Machine Learning,250000.0,North America,0,North America,M,0.8232452639616603
190,2023,SE,Data Science & Machine Learning,228000.0,North America,0,North America,M,0.7471469622509186
191,2023,SE,Data Science & Machine Learning,186000.0,North America,0,North America,M,0.6018683862576844
192,2023,SE,Data Science & Machine Learning,190000.0,North America,0,North America,M,0.6157044411141829
193,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M,0.5465241668316905
194,2023,MI,Data Science & Machine Learning,230000.0,North America,0,North America,M,0.7540649896791678
195,2023,MI,Data Science & Machine Learning,200000.0,North America,0,North America,M,0.6502945782554291
196,2023,SE,Data Engineering & Infrastructure,180000.0,North America,100,North America,M,0.5811143039729366
197,2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M,0.35627841255483617
198,2023,SE,Data Engineering & Infrastructure,200000.0,North America,100,North America,M,0.6502945782554291
199,2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M,0.35627841255483617
200,2023,SE,Data Engineering & Infrastructure,53654.0,Europe,50,Europe,S,0.14408175724814706
201,2023,EX,Data Engineering & Infrastructure,220000.0,North America,0,North America,M,0.7194748525379215
202,2023,EX,Data Engineering & Infrastructure,205000.0,North America,0,North America,M,0.6675896468260523
203,2023,MI,Data Engineering & Infrastructure,180000.0,North America,0,North America,M,0.5811143039729366
204,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M,0.4081636182667055
205,2023,SE,Data Engineering & Infrastructure,200000.0,North America,100,North America,M,0.6502945782554291
206,2023,SE,Data Engineering & Infrastructure,150000.0,North America,100,North America,M,0.47734389254919796
207,2023,SE,Artificial Intelligence (AI),215000.0,North America,0,North America,M,0.7021797839672984
208,2023,SE,Artificial Intelligence (AI),170000.0,North America,0,North America,M,0.5465241668316905
209,2023,SE,Data Science & Machine Learning,247500.0,North America,0,North America,M,0.8145977296763487
210,2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M,0.5541339970027646
211,2023,SE,Data Science & Machine Learning,224000.0,North America,0,North America,M,0.7333109073944201
212,2023,SE,Data Science & Machine Learning,176000.0,North America,0,North America,M,0.5672782491164382
213,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M,0.3735734811254593
214,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M,0.21791786398985125
215,2023,EN,Data Engineering & Infrastructure,17022.0,Other,100,Other,L,0.01737116687233386
216,2023,SE,Data Science & Machine Learning,68318.0,Other,100,Europe,M,0.19480473435207052
217,2023,MI,Artificial Intelligence (AI),75020.0,Europe,0,Europe,M,0.21798704426413373
218,2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M,0.44275375540795175
219,2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M,0.3735734811254593
220,2023,SE,Data Engineering & Infrastructure,128000.0,North America,0,North America,M,0.4012455908384563
221,2023,SE,Data Engineering & Infrastructure,81500.0,North America,0,North America,M,0.24040145313166128
222,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M,0.46004882397857483
223,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M,0.35627841255483617
224,2023,SE,Data Engineering & Infrastructure,185000.0,North America,0,North America,M,0.5984093725435597
225,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M,0.44275375540795175
226,2023,EX,Data Management,301099.75,North America,0,North America,M,1.0
227,2023,EX,Data Management,269600.0,North America,0,North America,M,0.8910419327585029
228,2023,SE,Data Management,100000.0,North America,0,North America,M,0.30439320684296683
229,2023,SE,Data Management,80000.0,North America,0,North America,M,0.23521293256047437
230,2023,SE,Data Science & Machine Learning,250000.0,North America,0,North America,M,0.8232452639616603
231,2023,SE,Data Science & Machine Learning,162500.0,North America,0,North America,M,0.5205815639757557
232,2023,MI,Artificial Intelligence (AI),200000.0,North America,100,North America,M,0.6502945782554291
233,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M,0.46004882397857483
234,2023,SE,Data Engineering & Infrastructure,100000.0,North America,0,North America,M,0.30439320684296683
235,2023,EX,Data Engineering & Infrastructure,145000.0,North America,0,North America,M,0.46004882397857483
236,2023,EX,Data Engineering & Infrastructure,115000.0,North America,0,North America,M,0.35627841255483617
237,2023,SE,Data Science & Machine Learning,203500.0,North America,0,North America,M,0.6624011262548652
238,2023,SE,Data Science & Machine Learning,152000.0,North America,0,North America,M,0.4842619199774473
239,2023,SE,Data Science & Machine Learning,239000.0,North America,0,North America,L,0.7851961131062895
240,2023,SE,Data Science & Machine Learning,122900.0,North America,0,North America,L,0.38360462089642067
241,2023,SE,Data Science & Machine Learning,237000.0,North America,0,North America,M,0.7782780856780401
242,2023,SE,Data Science & Machine Learning,145000.0,North America,0,North America,M,0.46004882397857483
243,2023,SE,Data Management,191765.0,North America,0,North America,M,0.6218096003196129
244,2023,SE,Data Management,134236.0,North America,0,North America,M,0.42281600035973743
245,2023,SE,Data Analysis & Analytics,190000.0,North America,100,North America,M,0.6157044411141829
246,2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M,0.3459013714124623
247,2022,SE,Data Science & Machine Learning,88256.0,Europe,100,Europe,L,0.26377054978428727
248,2023,EN,Data Engineering & Infrastructure,85000.0,North America,0,North America,M,0.2525080011310975
249,2023,EN,Data Engineering & Infrastructure,65000.0,North America,0,North America,M,0.18332772684860502
250,2023,SE,Data Analysis & Analytics,135000.0,North America,0,North America,M,0.4254586868373286
251,2023,SE,Data Analysis & Analytics,105500.0,North America,0,North America,M,0.32341778227065227
252,2023,SE,Data Science & Machine Learning,293000.0,North America,0,North America,M,0.9719828536690192
253,2023,SE,Data Science & Machine Learning,185000.0,North America,0,North America,M,0.5984093725435597
254,2023,SE,Data Analysis & Analytics,80000.0,North America,0,North America,M,0.23521293256047437
255,2023,SE,Data Analysis & Analytics,70000.0,North America,0,North America,M,0.20062279541922814
256,2023,SE,Data Engineering & Infrastructure,220000.0,North America,100,North America,M,0.7194748525379215
257,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M,0.5119340296904442
258,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M,0.5638192354023136
259,2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M,0.46004882397857483
260,2023,SE,Data Analysis & Analytics,200000.0,North America,0,North America,M,0.6502945782554291
261,2023,SE,Data Analysis & Analytics,148500.0,North America,0,North America,M,0.47215537197801105
262,2023,SE,Data Science & Machine Learning,48289.0,Europe,0,Europe,M,0.12552414867186845
263,2023,SE,Data Science & Machine Learning,38631.0,Europe,0,Europe,M,0.09211699422085284
264,2023,SE,Data Engineering & Infrastructure,240500.0,North America,0,North America,L,0.7903846336774764
265,2023,SE,Data Engineering & Infrastructure,123700.0,North America,0,North America,L,0.3863718318677204
266,2023,SE,Data Analysis & Analytics,152900.0,North America,100,North America,M,0.48737503232015933
267,2023,SE,Data Analysis & Analytics,117100.0,North America,100,North America,M,0.36354234135449787
268,2023,SE,Data Analysis & Analytics,173000.0,North America,100,North America,M,0.5569012079740643
269,2023,SE,Data Analysis & Analytics,113000.0,North America,100,North America,M,0.3493603851265869
270,2023,SE,Data Science & Machine Learning,260000.0,North America,0,North America,L,0.8578354011029065
271,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L,0.42891770055145323
272,2023,EX,Data Engineering & Infrastructure,175000.0,North America,0,North America,M,0.5638192354023136
273,2023,EX,Data Engineering & Infrastructure,110000.0,North America,0,North America,M,0.33898334398421304
274,2023,SE,Data Science & Machine Learning,260000.0,North America,0,North America,L,0.8578354011029065
275,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L,0.42891770055145323
276,2023,SE,Data Science & Machine Learning,130000.0,North America,100,North America,M,0.4081636182667055
277,2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M,0.33898334398421304
278,2023,SE,Data Science & Machine Learning,205000.0,North America,100,North America,M,0.6675896468260523
279,2023,SE,Data Science & Machine Learning,184000.0,North America,100,North America,M,0.5949503588294351
280,2023,SE,Data Analysis & Analytics,149500.0,North America,100,North America,M,0.47561438569213565
281,2023,SE,Data Analysis & Analytics,127075.0,North America,100,North America,M,0.398046003152891
282,2023,SE,Data Science & Machine Learning,195000.0,North America,0,North America,M,0.632999509684806
283,2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M,0.5119340296904442
284,2023,SE,Data Engineering & Infrastructure,219535.0,North America,100,North America,M,0.7178664111608536
285,2023,SE,Data Engineering & Infrastructure,146115.0,North America,100,North America,M,0.46390562426982385
286,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M,0.5465241668316905
287,2023,SE,Data Science & Machine Learning,135000.0,North America,0,North America,M,0.4254586868373286
288,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M,0.5638192354023136
289,2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M,0.46004882397857483
290,2023,SE,Data Science & Machine Learning,199000.0,North America,0,North America,M,0.6468355645413045
291,2023,SE,Data Science & Machine Learning,162000.0,North America,0,North America,M,0.5188520571186934
292,2023,SE,Data Science & Machine Learning,222200.0,North America,0,North America,L,0.7270846827089957
293,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L,0.42891770055145323
294,2023,EX,Data Analysis & Analytics,221000.0,North America,100,North America,M,0.7229338662520463
295,2023,EX,Data Analysis & Analytics,153000.0,North America,100,North America,M,0.4877209336915719
296,2023,SE,Data Analysis & Analytics,187000.0,North America,0,North America,M,0.6053273999718091
297,2023,SE,Data Analysis & Analytics,128000.0,North America,0,North America,M,0.4012455908384563
298,2023,SE,Data Science & Machine Learning,210000.0,North America,0,North America,M,0.6848847153966754
299,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,M,0.42891770055145323
300,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M,0.5638192354023136
301,2023,SE,Data Science & Machine Learning,100000.0,North America,100,North America,M,0.30439320684296683
302,2023,SE,Data Engineering & Infrastructure,179000.0,North America,0,North America,M,0.577655290258812
303,2023,SE,Data Engineering & Infrastructure,109000.0,North America,0,North America,M,0.33552433027008843
304,2023,SE,Data Science & Machine Learning,245000.0,North America,0,North America,M,0.8059501953910372
305,2023,SE,Data Science & Machine Learning,180000.0,North America,0,North America,M,0.5811143039729366
306,2023,SE,Data Analysis & Analytics,142000.0,North America,100,North America,M,0.449671782836201
307,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M,0.21791786398985125
308,2023,SE,Data Management,198800.0,North America,0,North America,M,0.6461437617984795
309,2023,SE,Data Management,105200.0,North America,0,North America,M,0.32238007815641484
310,2023,SE,Data Analysis & Analytics,125000.0,North America,100,North America,M,0.3908685496960824
311,2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M,0.3459013714124623
312,2023,SE,Data Science & Machine Learning,210000.0,North America,0,North America,M,0.6848847153966754
313,2023,SE,Data Science & Machine Learning,155000.0,North America,0,North America,M,0.4946389611198211
